"","text","name","location","description"
"877","@githubstatus @VictorStinner We ironically pushed the new @djangocon placeholder website today and are patiently waiting for the pages to build. Check it out here: https://t.co/BCAZujYvHu 

(we have a long ways to go still)","Jeff Triplett <U+2728><U+0001F44B>","Lawrence, KS","<U+0001F30B> @defnado president, <U+0001F3DD> @djangocon organizer, <U+0001F3CE> @revsys consultant, <U+0001F40D> @ThePSF director, <U+0001F984> @djangoproject member, <U+0001F3C0>, <U+2728>, <U+0001F4AA>, <U+0001F3C3><U+200D><U+2642><U+FE0F>, <U+0001F916>, Oh Mai. he/him"
"878","We are validating the consistency of information across all data stores. Webhooks and Pages builds remain paused.","<U+30DD><U+30F3><U+9AA8>","Classmethod, Inc.","SoftwareEngineer/Java/AWS/MicroServices/Golang/<U+5E38><U+6642><U+5F7C><U+5973><U+304C><U+597D><U+304D><U+3059><U+304E><U+308B>"
"879","We have temporarily paused delivery of webhooks while we address an issue. We are working to resume delivery as soon as possible.","<U+30DD><U+30F3><U+9AA8>","Classmethod, Inc.","SoftwareEngineer/Java/AWS/MicroServices/Golang/<U+5E38><U+6642><U+5F7C><U+5973><U+304C><U+597D><U+304D><U+3059><U+304E><U+308B>"
"880","We have resumed delivery of webhooks and will continue to monitor as we process a delayed backlog of events.","<U+30DD><U+30F3><U+9AA8>","Classmethod, Inc.","SoftwareEngineer/Java/AWS/MicroServices/Golang/<U+5E38><U+6642><U+5F7C><U+5973><U+304C><U+597D><U+304D><U+3059><U+304E><U+308B>"
"881","The majority of restore processes have completed. We anticipate all data stores will be fully consistent within the next hour.","<U+30DD><U+30F3><U+9AA8>","Classmethod, Inc.","SoftwareEngineer/Java/AWS/MicroServices/Golang/<U+5E38><U+6642><U+5F7C><U+5973><U+304C><U+597D><U+304D><U+3059><U+304E><U+308B>"
"882","We continue to work through the backlogs for Pages builds and webhook deliveries, and are monitoring as the site recovers.","<U+30DD><U+30F3><U+9AA8>","Classmethod, Inc.","SoftwareEngineer/Java/AWS/MicroServices/Golang/<U+5E38><U+6642><U+5F7C><U+5973><U+304C><U+597D><U+304D><U+3059><U+304E><U+308B>"
"883","We are working through the backlogs of webhook deliveries and Pages builds. We continue to monitor as the site recovers.","Victor Stinner <U+0001F40D>","France","I am paid by Red Hat to maintain Python upstream (https://t.co/okMkRfRV0O) and downstream (RHEL, CentOS, Fedora & SCL). Retweet doesn't mean endorsement."
"884","GitHub is down due to storage issues ... <U+0001F9D0> @github @GitHubAPI @githubstatus #github #GitHubDown @Microsoft @thegrugq #InternationalNoDeploymentDay #DotNetCore #githubDOWN #GitHub #peertube #YouTube https://t.co/dsGqN5fIC8","Lemon","Chile","Blow up, Burn and Destroy."
"885","@sytses @gitlab @githubstatus That time, it's good to know we have a helping hand <U+0001F91A> from @gitlab to rescue us <U+0001F60B>","Yashu Mittal","India","<U+0001F4BB> Programmer • <U+0001F3A8> Designer •  Founder & CEO of @codecarrotnet & @r_digitalpaper • Live streamer at https://t.co/6ZapPBqNxa"
"886","Neat: the @githubstatus Favicon at https://t.co/c4o2ycGCz8 changes based on the current status.","Sasha R. K.","Fishers, IN, USA","Programming+security+UX 
aficionado. Lover of music <U+266B> and tea <U+2615>. Tweets may not represent opinions of employer(s), self, or reality."
"887","We continue to work through the backlogs for Pages builds and webhook deliveries, and are monitoring as the site recovers.","kohgpat","Russia, Siberia","Praxis"
"888","@githubstatus Good job! I would love to see a technical explanation of what happend :-)","Niels van der Veer","Zuid-Holland, Nederland","Student computer science at Rotterdam University | Web Developer | Programming with C#, TypeScript and more | Nerd"
"889","@githubstatus International No Deployment Day <U+0001F64C>","Vadym Tarasov","",""
"890","Waiting for Github to get fixed be like 

@githubstatus https://t.co/ZHwJSwTdVT","Vadym Tarasov","",""
"891","@githubstatus @githubstatus Thank you for the hard work! I have repositories that use git-lfs that are stalling on push. Would this be related to the backlog of webhooks?","theterg","New York","Andrew Tergis - electrical engineer and techie trying not to go insane."
"892","@githubstatus Thanks everyone involved in the effort of working around the clock to resolve the issue. #HugOps","Johnny I <U+2744>","Boston, MA","It's kind of fun to do the impossible."
"893","@githubstatus Heroic effort; stay strong!","Ervin Barta","Novi Sad, Serbia","Systems Engineer at @semaphoreci"
"894","@githubstatus travis is now working on my project","asymons","",""
"895","@githubstatus travis not working either","asymons","",""
"896",".@githubstatus Nobody wants to see GitHub down, hope you get well soon and everyone can get some sleep. #hugops","Mathieu Tortuyaux","PGP: 5BA3B2F9","Freelance Go developer @yulPa_io Arch Linux ftw.
Sciences lover"
"897","We are working through the backlogs of webhook deliveries and Pages builds. We continue to monitor as the site recovers.","Michael Prentice","Melbourne, FL","Lead maintainer of #AngularJS #Material, @Angular team. Software Architect, Consultant, OSS contributor @DevIntent. Father and community builder."
"898","@tbranyen @ShareGrams @githubstatus @github I'm in the same boat with webhooks not working.","Juli VF Test","",""
"899","Pals, @github is not coming back. @githubstatus https://t.co/QmO9t5eT38","Diego Lopez","Oaxaca, México",""
"900","@githubstatus Will commits from earlier today be deployed? How long can we expect to wait? I have commits waiting to be deployed which need to get online for some project testing.","Elliot T-Dowers","Kuala Lumpur","Elliot. Rufus. Tabraham-Dowers.
20.
6ft 3 White Guy In Malaysia"
"901","@githubstatus Good job team! I know how you feel as we have web systems which are relied on but nowhere near this scale. Get some well earned rest and a drink (or several).","Elliot T-Dowers","Kuala Lumpur","Elliot. Rufus. Tabraham-Dowers.
20.
6ft 3 White Guy In Malaysia"
"902","@ShareGrams @githubstatus @github I still don't see WebHooks working.  Does the backlog need to finish first?","Tim Branyen","San Francisco, CA","serious face, but hair is all party;

working sometimes @netflix"
"903","@githubstatus Good job @GitHub for fixing everything","Copywriting Services","Chilliwack, British Columbia","We build sets of social media graphics. We generate the content that makes your business more money."
"904",".@githubstatus Nobody wants to see GitHub down, hope you get well soon and everyone can get some sleep. #hugops","Pradyun Gedam","Earth (currently)","pip / TOML / GSoC / OSS.

I am considering if this 'adult' thing is a good idea. (he/him)"
"905","We are working through the backlogs of webhook deliveries and Pages builds. We continue to monitor as the site recovers.","Punit Tak","",""
"906",".@githubstatus Nobody wants to see GitHub down, hope you get well soon and everyone can get some sleep. #hugops","Sarrah Vesselov","Tampa, FL.","UX Manager @gitlab Designer & Developer. Opinions are my own (except the terrible ones, those belong to someone else). Married to @GrayBoardGamer."
"907","@githubstatus If wehbook deliver has been resumed, there's another reason about why Github is not triggering travis builds?","Nahuel A. Verón","Mar Del Plata, Argentina","https://t.co/BAPXy63GTj | 
https://t.co/TZNV00D5vN | 

Web Developer, JS Fan"
"908","@amitizle @shivamk65571375 @githubstatus <U+0001F631><U+0001F640><U+0001F64C>","Ivan Vandot","",""
"909","@githubstatus Things looking good on our side at the moment - thanks for all the effort!","Clive Corbishley","","Rails developer / Music fan / Figure Outerer"
"910","@RodrikTheReader @githubstatus Seems like most people are having the problem","Cliff Brown <U+0001F1FF><U+0001F1E6><U+0001F1EC><U+0001F1E7><U+0001F1EA><U+0001F1FA>","Cambridge","He/him."
"911","@kaitlinmgold @githubstatus Good luck.","Cliff Brown <U+0001F1FF><U+0001F1E6><U+0001F1EC><U+0001F1E7><U+0001F1EA><U+0001F1FA>","Cambridge","He/him."
"912","@movingtogitlab @OraeiM @githubstatus @gitlab Not cool, you guys deleted your production database in Jan 2017. Mistakes happen! This was a failure of database. Expected better from you guys than to pull in customers over a stressful time","Areeb Jamal","Aligarh, India","Introvert. Coder. Gruelingly boring"
"913","Found your status update bot @githubstatus . I'll wait untill everything is running smoothly again. Thanks for the great work, love your product <U+0001F44D>","Peter Rlnts","London, England","Machine learning enthusiast"
"914","We are working through the backlogs of webhook deliveries and Pages builds. We continue to monitor as the site recovers.","Anthony the updater","London (usually), Cape Town","Twitter was supposed to be my tech, 
work and links feed! But I chat too. A bit."
"915","@dmelusine1 @githubstatus well I have it too at https://t.co/6Fjwy38gj7","Magnus jensen","Aarhus, Danmark","Bachelor of Science (Bsc) in IT-Product Development"
"916","""We continue working to repair a data storage system for https://t.co/KKYP2MKo5t""
Source: https://t.co/EkCnP2CUCh @githubstatus #githubdown
<U+0001F44D>Also detected by: @ReportOutage https://t.co/KWFgGrbezh
<U+0001F44E>Missed by @downrightnow and @downdetector https://t.co/pnGwdl6Jq1","Tiberiu Buzdugan","Bucuresti, România","Frontend developer | Coffee lover"
"917","@githubstatus #GitHub Down https://t.co/DTDhVx9e6F","Jonathan Biolaz","Hauterive","developer @QoQa_ch"
"918","While it's extremely frustrating when a service like @github goes down (like right now), my annoyance is often overpowered by empathy for the developers. If you've ever been in that situation you know the pressure &amp; stress is overwhelming. Best of luck @githubstatus engineers! <U+0001F525>","RANGER","Brooklyn, NY","Full-Service Digital Agency – Managing the @directus Open-Source Framework."
"919","We have resumed webhook delivery and will continue to monitor as we process the backlog of events.","Vincent Milum Jr","Tacoma, WA","#OpenSource Dev: https://t.co/jraLRT4rVI
 Skills: #Altaform #PUDL #PHP #MariaDB #Galera #FreeBSD #OPNsense #ZeroTier #GitHub #Arduino #ESP8266 #ARM #HTML5 #CSS3"
"920","We've completed validation of data consistency and have enabled some background j... See more at https://t.co/Z4QAKh0oGe.","Kousuke Ebihara","Japan","<U+4EA4><U+969B><U+30B9><U+30C6><U+30FC><U+30BF><U+30B9>: <U+65E2><U+5A5A> / <U+5B50><U+6301><U+3061>"
"921","We have resumed delivery of webhooks and will continue to monitor as we process a delayed backlog of events.","Kousuke Ebihara","Japan","<U+4EA4><U+969B><U+30B9><U+30C6><U+30FC><U+30BF><U+30B9>: <U+65E2><U+5A5A> / <U+5B50><U+6301><U+3061>"
"922","We have temporarily paused delivery of webhooks while we address an issue. We are working to resume delivery as soon as possible.","Kousuke Ebihara","Japan","<U+4EA4><U+969B><U+30B9><U+30C6><U+30FC><U+30BF><U+30B9>: <U+65E2><U+5A5A> / <U+5B50><U+6301><U+3061>"
"923","Background jobs remain paused as we near completion of validation of data consistency.","Kousuke Ebihara","Japan","<U+4EA4><U+969B><U+30B9><U+30C6><U+30FC><U+30BF><U+30B9>: <U+65E2><U+5A5A> / <U+5B50><U+6301><U+3061>"
"924","We have resumed webhook delivery and will continue to monitor as we process the backlog of events.","Kousuke Ebihara","Japan","<U+4EA4><U+969B><U+30B9><U+30C6><U+30FC><U+30BF><U+30B9>: <U+65E2><U+5A5A> / <U+5B50><U+6301><U+3061>"
"925","Oh, someone unplugged @githubstatus","Christian Mohn™","","Consultant@Proact/VMware SME/vExpert/Norwegian/Determined sewer diver."
"926",".@githubstatus Nobody wants to see GitHub down, hope you get well soon and everyone can get some sleep. #hugops","Pablo Cholaky","Requínoa, Chile","Gentoo Linux User, Software Engineer, Android Dev/DevOps, FOSS Advocate. Individualist Libertarian, Voluntaryism. Pro-Freedom. Good ideas don't require force"
"927","@ThaisSa92987169 @github @githubstatus Went through some articles, seems like it's been down for more than 12 hours now.","Rishabh Jain","Bengaluru, India","Full Stack Developer and Freelancer<U+0001F642>"
"928","Is there some issue with github pages deployment right now ? @github @githubstatus Slack Github integration also seems to be down.","Rishabh Jain","Bengaluru, India","Full Stack Developer and Freelancer<U+0001F642>"
"929","@githubstatus I picked the wrong day to try to learn how to use github for the first time :(","Katie Gold","Madison, WI","PhD Candidate in #PlantPathology & MS in #Biometry at @UWMadison studying early disease detection with hyperspectral systems. Graduating Spring 2019."
"930","We have resumed Pages builds and will continue to monitor as we process a delayed backlog of events.","Nehemiah","Israel","#Programmer in training. Focused on learning #web #development ."
"931","@RodrikTheReader @githubstatus Same here. Seems like it affects the page's ability to access https://t.co/vOQFMFq0XH to load updated index.html files","champe barton","","@columbiajourn, trying"
"932","@githubstatus How long until pages actually update? Journalist here waiting on a story html to update with accurate code.","champe barton","","@columbiajourn, trying"
"933","We are currently in the later stages of a restore operation, with the aim of serving fully consistent data within the next 2 hours.","Aiden","United Kingdom","Mod/Developer/Selfbot in the @Twitch community | BTTV emote approver | Ohbot admin | @Fossabot @EpicsGG @Thonkbot"
"934","@rubenflintstone @githubstatus I'm still getting 404 on my github pages site. Is yours working?","common man","Somewhere in India","Just another Indian. I write code and drink water. I trust @narendramodi & dislike incompetent people like @rahulgandhi. I generally just RT interesting stuff."
"935","@githubstatus Someone please tell me if this affects github pages? I haven't been able to load my site all day.","common man","Somewhere in India","Just another Indian. I write code and drink water. I trust @narendramodi & dislike incompetent people like @rahulgandhi. I generally just RT interesting stuff."
"936","Webhook delivery remains paused while we work through an issue. We are currently deploying a fix, and expect to resume delivery soon.","mrugesh","Pune, India","#developer <U+0001F5A5> #music addict <U+0001F3B8> #opensource enthusiast<U+0001F31F> noob #photographer <U+0001F4F7> <U+2764><U+FE0F>#traveling. Developer Advocate @freeCodeCamp<U+26A1><U+FE0F>| Tweets/Views/Rants are my own."
"937","Webhook delivery remains paused while we work through an issue. We are currently deploying a fix, and expect to resume delivery soon.","Joseli.to <U+0001F680>","SDU via REC","faço sites"
"938","We are validating the consistency of information across all data stores. Webhooks and Pages builds remain paused.","Ekofi Research TR","","Her rüya, bir dünyadir. #Bilim #Bilgi #Astronomi #Fizik #Biyoloji #Kimya #Tip #Saglik #Ekoloji"
"939","@rishabhjain1403 @github @githubstatus It doesn't seem to be publishing my code, I thought I was going crazy. I only get a 403 and ""your website is ready to be published"" on settings.","Thais Santos","",""
"940","@githubstatus Meanwhile at Github HQ https://t.co/lwB16krLXP","Yaniv Preiss","Berlin, Germany","<U+05DB><U+05DC> <U+05D4><U+05D0><U+05D9><U+05E0><U+05D8><U+05E8><U+05E7><U+05D5><U+05E0><U+05D8><U+05D9><U+05E0><U+05E0><U+05D8><U+05DC><U+05D9><U+05D4> <U+05DE><U+05D3><U+05D2><U+05D3><U+05D2><U+05EA> <U+05DC><U+05D9>"
"941","@githubstatus I just spent the last hour debugging why @travisci wasn't receiving any notifications, and finally went to the @github help page to see the alert. It would have been helpful if this was on the webhooks page in the repo settings.","Mitch Talmadge","USA","Cryptocurrency Investor - Full-Stack Engineer - Java/Angular/Electron Fanatic - CS Major - Freelancer - Welder - Carpenter - Mechanic - Ham - Friend <U+0001F3F3><U+FE0F><U+200D><U+0001F308> :)"
"942","@githubstatus Meanwhile at Github HQ https://t.co/lwB16krLXP","nerdyboy_","","Top researcher on @hackerone and 
 @bugcrowd | programmer | Acknowledged by @google, @microsoft, @Paypal, @facebook, @apple and 20+ companies <U+0001F6E1> #bugbounty"
"943","Is it by destiny or just by accident that whenever @Microsoft lays hands on a product, it takes a turn for the worse?! 24+ hours in and @github still unable to fully recover. And yes, the @githubstatus messages are so cryptic, they don’t depict any sympathy for the devs’ agony.","Arian Xhezairi","Kosovo","Believer|Writer|Speaker|Engineer. An activist striving to be a voice for the voiceless. Head of research @QESHorg. @TeamAkademia › @TaThotVellai › @chyrp"
"944","We've completed validation of data consistency and have enabled some background j... See more at https://t.co/Z4QAKh0oGe.","Victor GRENU","France","Part time <U+2601> Practice Manager  @Metanext_ . Full time Dad³ <U+0001F478><U+0001F478><U+0001F478>. Harley Rider<U+270C><U+FE0F>. Former @Mediametrie, @Microsoft, @saintgobain"
"945","@shadowhand @githubstatus it depends.. what if one of them was responsible in getting them to this state in the first place?","<U+0ED3><U+0E2F>l<U+0E04><U+0E96> <U+0ED3>p¢","Bengaluru, India","Rustacean. Co-maintainer of uuid-rs. Github: https://t.co/bveGyGXp99"
"946","@tobypinder @githubstatus https://t.co/UfNOx54Dqh","Wheeler","Atlanta, GA","he/him. Podcast fanatic, derby ref (Interrobang Yerdehd), Chekov's grackle."
"947","Hey @githubstatus I hope you buy your whole #devops team a beer once this service outage is resolved. They deserve it after 18+ hours of fire drills.","Woody Gilk","Minnesota, USA","Humane developer currently working with @RoundingWell. Likes tea, beer, cooking, and bicycles. Code funds life."
"948","Come on @githubstatus :-@!!","Konstantinos Stouras","Dublin City, Ireland","Research in Innovation and Operations Management. Rational people are usually right, but world is changing by the crazy ones!"
"949","I'm so impressed by whoever at @githubstatus has managed to produce 12 nearly identical versions of the same status message, but only (accidentally?) repeated the same message identically once. https://t.co/jomi2LhdP0","Eric Morgan","Charlotte, NC","30 | music forever, nerd endeavors | Product Manager: @speeddigitalusa  // Music for: @aheroafake, @brigadesband @stellarborn // Alum: @unc"
"950","@githubstatus They pave paradise and put a parking lot.","AspNetCoreGuy","","https://t.co/D1yFBWactS Developer / C#"
"951","@githubstatus Estimate time for that? I can’t sleep if I can’t push my update to my repo.","AspNetCoreGuy","","https://t.co/D1yFBWactS Developer / C#"
"952","@githubstatus Is github going to refund some money for this outage? Im a paying customer yohhh","AspNetCoreGuy","","https://t.co/D1yFBWactS Developer / C#"
"953","@ramlmn It's been broken most of today! You should follow @githubstatus","Nick Veitch","Bath","writer (professional), father (unprofessional), human (jury still out)"
"954","We have temporarily paused delivery of webhooks while we address an issue. We are working to resume delivery as soon as possible.","Drew Gonzales","",""
"955","@githubstatus Good  luckkk fammmm","Drew Gonzales","",""
"956","@githubstatus github take my energy <U+0F3C> <U+3064> <U+25D5>_<U+25D5> <U+0F3D><U+3064>","Toby Pinder","Milton Keynes/Dalston/0.0.0.0","Goofy webapp dev dude. Ruby On Rails. AppSec. Fintech. Internet Nonsense. Videogames. Ludum Dare. Weird Music. More URL than IRL"
"957","@githubstatus Thank you for working all night to save our codes! [Sings ""Don't know what you got till its gone....""]","Jason Lee Cooksey","fresno, ca","Designer, developer, educator, drummer, cheese eater, tea drinker, TEDx talker, and maker of merry. snap: drumsbaby, gram: jasonleecooksey"
"958","When you shipped a bug in production on Friday night, and now you cannot release a hotfix because @github is down. @tpsakpal @iamsimranjot @githubstatus https://t.co/mIVgFlY53h","Vinay Jain","Mumbai, India","Full Stack @haptik"
"959","@jabbar_jigariyo @github @tpsakpal @iamsimranjot @githubstatus It was a product call <U+0001F61B>","Vinay Jain","Mumbai, India","Full Stack @haptik"
